@relation 'selecteddata2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,18'

@attribute ecage26 numeric
@attribute ecsex99 {1,2}
@attribute marst26 {1,2,3,4,5,6}
@attribute mjacg26 {1,2,3,4}
@attribute immst15 {1,2,7}
@attribute pvreg25 {10,11,12,13,24,35,46,47,48,59}
@attribute dwtenr25 {1,2}
@attribute mortg25 {1,2}
@attribute multj28 {1,2}
@attribute alhrp28 numeric
@attribute mtlswk28 numeric
@attribute yrxfte11 numeric
@attribute clwkr1 {1,2,3,4,5,6}
@attribute prmjb1 {1,2,8,9}
@attribute fllprt1 {1,2,9}
@attribute nocg2e6 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,99}
@attribute imphwe1 numeric
@attribute uncoll1 {1,2,3}
@attribute n07c3g10 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,99}
@attribute pubpv10 {1,2,9}
@attribute cqpc42 numeric
@attribute rppc42 numeric
@attribute udpd42 numeric
@attribute wgsal42 numeric
@attribute hleveg18 {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute penpln1 {1,2}

@data
22,2,1,1,2,48,2,1,2,1825,999,5,1,1,1,14,7.89,3,14,2,575,0,0,15500,6,2
69,1,1,1,7,48,1,2,2,834,999,32,1,1,2,22,31.25,3,6,2,0,0,0,16500,3,2
61,2,1,1,7,48,1,2,2,3129,999,18,1,1,1,9,15.61,3,12,2,2300,0,0,47000,9,1
50,1,1,1,7,48,1,2,2,1909,999,32,1,1,1,24,18.81,1,5,2,1450,0,450,34000,4,1
29,2,6,1,7,48,1,2,2,1564,999,10,1,1,1,17,17.2,1,12,1,1050,1850,350,24000,6,2
23,1,1,1,7,48,2,1,2,2190,999,5,1,1,1,2,12.96,3,6,2,1250,0,0,29000,6,2
41,1,1,1,7,48,1,1,2,2086,999,23,1,1,1,2,32.5,3,6,2,2200,0,0,92500,9,2
39,2,1,1,7,48,1,1,2,1460,999,2,1,1,2,8,28.49,3,12,2,1500,0,0,33000,6,2
33,1,3,1,7,48,1,1,2,2607,999,14,1,1,1,99,25.33,1,99,2,2300,0,0,125000,9,1
53,1,1,1,7,48,1,2,1,4172,999,34,1,2,1,99,44.8,3,16,1,2200,0,0,97500,9,2
47,2,1,1,7,48,1,2,1,1028,999,8,1,1,2,11,16.2,1,13,1,450,0,0,11000,9,1
16,2,6,1,7,48,1,2,2,576,999,0,1,2,2,11,16,3,13,2,0,0,125,11000,5,1
49,1,1,1,7,48,1,1,2,3129,999,29,1,1,1,99,57.6,3,6,2,2200,0,0,200000,9,1
45,2,1,1,7,48,1,1,2,1981,999,3,1,1,1,4,21.79,3,12,2,2300,0,0,52500,6,2
18,2,6,1,7,48,1,1,2,1376,999,1,1,1,2,13,10,3,6,2,375,0,50,20000,6,2
22,2,6,1,7,48,1,1,2,1929,999,5,1,1,1,4,26,3,9,2,1850,0,0,41000,12,2
45,1,1,1,7,48,1,2,1,2607,999,25,1,1,1,23,30,3,2,2,2200,0,0,115000,6,1
75,1,1,1,7,48,1,2,2,1344.26572,999,50,1,9,9,99,999.99,3,99,9,0,0,0,0,9,2
23,1,6,1,7,48,2,1,1,1344.26572,999,4,1,1,2,14,10.47,3,14,2,475,0,0,13500,7,2
28,2,1,1,7,48,1,1,2,2083,999,5,1,9,1,6,33.6,3,6,2,2400,7250,1050,65000,11,1
28,2,1,1,2,48,1,1,1,2169,999,8,6,9,1,4,999.99,3,9,2,75,0,0,3800,6,2
29,1,1,1,2,48,1,1,2,4171,999,11,1,1,1,24,28.8,3,10,2,2100,0,0,115000,5,1
59,1,4,1,7,48,2,1,2,1997,999,19.331132,1,1,1,12,23,3,6,2,2200,0,0,62500,9,2
58,2,5,1,1,48,1,2,1,2063,999,13,1,1,2,17,14.55,1,12,2,0,0,325,35000,6,1
17,1,6,1,2,48,1,2,2,1487,999,19.331132,1,1,9,17,10,3,6,2,150,0,0,8250,6,1
35,1,1,1,7,48,1,1,1,2664,999,16,3,9,1,19,999.99,3,4,2,0,0,0,3600,9,2
44,1,1,1,7,48,1,1,2,2086,999,19,1,9,1,12,24,3,6,2,2100,0,0,57500,11,1
43,2,1,1,7,48,1,1,2,1877,999,20,1,9,1,5,22.09,1,16,1,1850,0,0,40000,7,1
48,1,1,1,7,48,1,2,2,2868,999,28,4,9,1,23,999.99,3,2,2,2200,0,0,185000,9,2
42,1,1,1,7,48,1,1,2,2550,999,26,1,1,1,21,13.44,3,7,2,2000,0,0,45000,9,2
49,2,1,1,7,48,1,1,2,2086,999,29,1,1,1,14,15.36,3,8,2,1900,0,0,41000,7,2
66,1,1,1,7,48,1,2,2,912,999,48,6,9,1,20,999.99,3,15,2,0,0,0,0,10,2
52,2,1,1,7,48,1,1,2,1564,999,7,1,1,1,17,18.74,1,12,1,1300,2400,425,28000,6,1
56,1,1,1,7,48,1,1,2,2086,999,20,1,1,1,22,24,1,16,1,2300,3900,650,57500,7,1
28,1,6,1,2,48,1,1,2,2607,999,6,1,1,1,23,15.36,3,2,2,2400,0,0,60000,8,2
25,1,6,1,7,48,1,1,2,1620,999,19.331132,1,1,9,21,26,3,7,2,2200,0,0,49000,8,2
32,1,1,1,7,48,1,1,2,2086,999,9,1,1,1,21,40,3,4,2,2200,0,0,105000,9,2
26,2,1,1,7,48,1,1,2,2086,999,5,1,9,1,5,20,3,4,2,1800,0,0,40000,9,2
32,1,1,1,7,48,1,1,1,1344.26572,999,19.331132,3,9,1,18,999.99,3,4,2,1350,0,0,30000,6,2
27,2,1,1,7,48,1,1,2,2040,999,4,1,9,1,9,15.6,3,9,2,1600,275,0,36000,12,2
29,1,1,1,7,48,1,1,1,5200,999,19.331132,4,9,1,21,999.99,3,7,2,1900,0,0,42000,9,2
56,2,5,1,7,48,1,1,2,935,999,0,1,1,2,11,14,3,13,2,0,0,0,11500,9,2
41,2,1,1,7,48,1,1,1,3843,999,19.331132,1,1,1,4,20.73,3,16,1,2200,5750,0,75000,9,1
48,1,1,1,7,48,1,1,2,4171,999,19.331132,3,9,1,99,999.99,3,2,2,2200,0,0,220000,6,2
31,1,1,1,7,48,1,1,2,2298,999,14,1,1,1,2,47.05,3,2,2,2400,0,0,140000,6,2
48,1,4,1,7,48,1,1,2,2091,999,32,1,9,1,21,17.5,3,7,2,2300,0,0,46000,3,2
31,1,1,1,7,48,1,1,2,2477,999,12,1,1,1,23,45,3,2,2,2200,0,0,195000,9,1
35,2,1,1,7,48,1,1,2,2091,999,3,1,1,1,4,23,3,2,2,2000,0,0,45000,6,2
30,2,1,1,7,48,1,1,1,3021,999,5,2,9,1,4,999.99,3,6,2,2200,0,0,46000,11,2
29,1,1,1,7,48,1,1,2,3129,999,12,3,9,1,2,999.99,3,6,2,200,0,0,8000,9,2
28,1,6,1,7,48,1,1,2,2086,999,10,1,9,1,99,40.8,1,4,2,2100,0,0,205000,9,2
67,1,4,1,7,48,2,1,2,2868,999,48,1,1,1,99,22.69,3,7,2,0,0,0,52500,7,2
25,2,6,1,2,48,2,1,2,1825,999,7,1,9,1,2,13.14,3,10,2,1250,425,0,31000,9,2
26,1,6,1,2,48,2,1,2,2051,999,5,1,2,1,20,23,1,8,2,1550,4000,1050,34000,9,1
28,1,6,1,7,48,1,1,1,3129,999,10,1,1,1,6,31.2,3,16,1,2100,3000,0,57500,9,1
53,1,1,1,7,48,1,1,2,2086,999,32,1,1,1,20,32.64,3,99,2,2300,5500,0,67500,6,1
52,2,1,1,7,48,1,1,2,2086,999,32,1,1,1,4,24,1,16,1,2100,3200,725,62500,9,1
34,2,1,1,7,48,2,1,2,1757,999,19.331132,1,1,9,4,17,3,2,2,350,0,0,12000,9,2
34,1,1,1,7,48,2,1,2,1564,999,19.331132,1,1,1,21,18,3,4,2,2200,0,0,57500,5,2
57,2,1,1,7,48,2,1,2,1669,999,19.331132,1,1,1,14,13.75,3,12,2,725,1450,0,18500,9,1
43,2,6,1,7,48,1,2,2,1675,999,14,1,1,1,9,14.98,3,12,2,1350,0,0,30000,9,2
63,1,4,1,7,48,1,2,2,3141,4,19.331132,1,1,1,22,24,3,16,1,2300,0,0,52500,7,2
53,2,3,1,7,48,1,2,2,2086,999,20,1,1,1,3,21,3,16,1,1850,0,0,41000,9,2
33,1,1,1,7,48,1,1,2,2346,999,14,1,1,1,20,45,3,2,2,2100,0,0,195000,9,1
44,1,1,1,7,48,1,1,2,2086,999,19.331132,1,1,1,9,17.25,3,16,1,0,0,0,0,9,2
42,2,1,1,7,48,1,1,2,2086,999,20,1,1,1,10,34.5,3,11,1,0,0,0,0,11,1
23,1,6,1,7,48,1,2,2,1262,1,3,1,1,1,9,22,3,12,2,0,0,0,15500,9,2
45,2,1,1,7,48,1,1,2,2086,999,18,5,9,1,99,999.99,3,8,2,4000,0,0,0,9,2
25,1,6,1,7,48,2,1,1,2803,999,9,1,1,1,20,40,3,2,2,2400,0,0,97500,9,2
39,2,1,1,7,48,1,1,2,1825,999,20,1,1,1,4,29.57,2,16,1,2100,5000,0,52500,9,1
38,1,1,1,7,48,1,1,2,2086,999,6,1,1,1,20,21,3,15,2,2100,0,0,48000,4,2
49,2,2,1,7,48,1,1,2,1825,999,15,1,1,1,2,49.92,3,11,1,2100,5500,0,65000,9,1
51,1,2,1,7,48,1,1,2,2086,999,19.331132,3,9,1,2,999.99,3,6,2,2100,0,0,52500,6,2
42,2,5,1,7,48,1,2,2,1564,999,7,1,1,1,16,21.21,3,11,1,0,2500,25,29000,7,1
56,1,2,1,7,48,1,1,2,2086,999,40,1,1,1,23,40,3,2,2,2200,0,0,120000,7,2
40,1,1,1,7,48,1,1,2,2086,999,5,1,1,1,21,24,3,4,1,2100,4900,0,52500,3,1
70,1,1,1,7,48,1,2,2,1344.26572,999,50,1,9,9,99,999.99,3,99,9,0,0,0,0,3,2
73,1,1,1,7,48,1,2,2,1344.26572,999,50,1,9,9,99,999.99,3,99,9,0,0,0,0,6,2
33,1,6,1,7,48,1,2,2,3650,999,15,6,9,1,23,999.99,3,1,2,1800,0,0,0,6,2
47,2,1,1,7,48,1,2,1,2232,999,11,1,1,1,7,47.42,1,12,1,2200,9750,1300,105000,10,1
47,1,1,1,7,48,1,2,1,3714,999,23,5,9,1,18,999.99,3,4,2,325,0,0,0,9,2
22,2,6,1,2,46,2,1,2,1043,999,5,1,1,1,20,19.98,3,7,2,2000,0,0,43000,9,1
48,2,2,1,7,48,1,1,2,521,999,24,1,1,2,5,115,3,7,2,2200,0,0,67500,9,2
53,1,4,1,7,48,1,1,2,1877,999,29,1,1,1,23,69.33,3,2,2,2300,1600,0,180000,9,1
51,1,4,1,7,48,2,1,2,2086,999,27,1,1,1,6,48,3,2,2,2300,10500,0,77500,11,1
20,2,6,1,7,48,2,1,2,1086,999,19.331132,1,2,1,13,6.06,3,6,2,625,0,0,17000,8,2
61,1,1,1,7,48,1,2,2,587,999,19.331132,1,2,2,9,27.05,1,11,1,0,25,25,18500,12,2
62,2,1,1,7,48,1,2,2,834,999,29,1,2,2,10,9.58,1,11,1,0,0,175,15000,11,2
26,1,2,1,7,48,2,1,2,1795,999,19.331132,1,1,1,20,38,3,2,2,2200,0,0,65000,9,2
53,1,1,1,7,48,1,2,2,2190,999,35,1,1,1,99,59.43,3,2,2,2100,2900,0,280000,7,1
54,2,1,1,7,48,1,2,2,1825,999,31,1,1,1,10,57.6,1,11,1,2200,12000,1250,100000,11,1
21,1,6,1,7,48,1,2,2,2091,999,19.331132,1,1,1,20,45,3,2,2,2300,0,0,130000,7,1
41,1,1,1,7,48,1,1,2,2086,999,25,1,1,1,6,76.8,3,2,2,2100,4200,0,165000,9,1
44,2,1,1,7,48,1,1,2,2086,999,23,1,1,1,5,38.4,3,2,2,2200,125,0,85000,9,1
31,1,1,1,7,48,1,1,2,2086,999,14,1,1,1,99,72,3,2,2,2200,3800,400,240000,10,1
29,2,1,1,7,48,1,1,2,1945,999,8,1,1,1,3,44.97,1,16,1,2100,3300,1200,85000,11,1
28,1,1,1,7,48,1,1,2,2086,999,8,1,1,1,23,79.2,1,2,2,2300,725,1250,160000,8,1
59,1,6,1,7,48,1,2,2,2086,999,29,1,1,1,20,51,1,4,2,2200,12500,2400,125000,6,2
38,2,4,1,7,48,1,1,2,1893,999,18,1,9,1,5,30.68,1,16,1,2200,0,0,62500,9,1
28,1,6,1,7,48,2,1,2,2086,999,8,1,9,1,12,57.6,3,2,2,2300,0,500,120000,9,1
55,1,1,1,7,48,2,1,2,3904,1,14,1,2,1,18,38,1,4,2,2300,0,2400,115000,9,1
25,1,6,1,7,48,2,1,2,2086,999,7,1,9,1,20,27,3,2,2,2200,0,2300,75000,7,2
31,1,6,1,2,48,2,1,2,2067,999,6,1,9,1,9,45.6,3,9,2,2200,7250,0,80000,12,2
25,1,1,1,7,48,1,1,2,1825,999,5,1,1,1,6,43,1,16,1,2200,7000,2100,105000,11,1
39,1,1,1,7,48,1,1,2,2086,999,22,1,1,1,20,60.75,3,6,2,2100,0,0,155000,9,1
40,2,1,1,7,48,1,1,2,2352,999,20,1,1,1,4,24,3,6,2,2300,0,0,57500,7,1
43,1,2,1,7,48,1,1,2,2086,999,15,1,1,1,99,38.4,1,4,2,2300,8250,0,185000,9,1
35,1,6,1,7,47,1,1,2,1918,999,13,1,2,1,20,30,3,4,2,2700,0,1050,40000,9,2
58,2,1,1,7,48,1,2,2,365,999,5,1,2,2,10,32.91,3,11,1,375,0,0,12000,12,2
65,1,1,1,7,48,1,1,2,2086,999,50,1,1,1,21,54,1,2,2,0,0,2300,165000,4,1
40,1,1,1,7,48,2,1,2,2040,999,9,1,1,1,22,29.82,3,15,2,2400,0,0,85000,6,2
49,1,1,1,2,48,1,1,2,1989,999,25,1,1,9,5,28.39,3,15,2,1900,1100,0,41000,9,1
48,2,1,1,2,48,1,1,2,1757,999,23,1,1,9,3,22.39,3,15,2,1250,1000,0,27000,11,1
48,2,4,1,7,48,1,1,2,1955,999,26,1,9,1,8,29.2,1,12,1,2100,4100,1100,75000,9,1
20,2,6,1,7,48,1,1,2,1981,999,3,1,9,1,9,24,3,16,1,2200,0,0,62500,11,1
57,1,1,1,7,48,1,1,2,2607,999,38,1,1,1,21,30,3,7,2,2200,0,0,100000,5,2
56,2,1,1,7,48,1,1,2,1825,999,3,1,1,1,17,15.92,3,12,2,1650,0,0,39000,5,1
45,1,1,1,7,48,1,1,2,2346,999,22,3,9,1,9,999.99,3,9,2,2200,0,0,170000,11,2
45,2,1,1,7,48,1,1,2,1825,999,21,1,1,1,4,19.71,3,9,2,1950,0,0,42000,11,2
33,1,3,1,2,48,1,1,2,2086,999,19.331132,1,1,1,15,31.2,2,16,1,2300,11000,1150,92500,6,1
54,2,3,1,7,48,1,2,2,2086,999,20,1,1,1,8,31.07,1,12,1,2200,5000,0,60000,9,1
36,2,1,1,7,48,1,1,1,2591,999,19.331132,1,1,9,17,13.24,3,6,2,225,0,0,7750,3,2
38,1,1,1,7,48,1,1,1,3037,999,19.331132,1,2,1,21,25,3,7,2,2300,0,0,52500,6,2
53,2,1,1,7,48,1,2,2,1564,999,2,6,9,1,23,999.99,3,1,2,0,0,0,0,6,2
58,1,1,1,7,48,1,2,2,2607,999,33,6,9,1,23,999.99,3,1,2,2200,0,0,0,9,2
68,1,1,1,7,48,1,2,2,1043,999,19.331132,6,9,2,20,999.99,3,4,2,0,0,0,0,9,2
69,2,1,1,7,48,1,2,1,1499,999,19.331132,1,1,2,10,26.11,3,11,1,0,0,0,22000,10,1
56,1,1,1,7,48,1,2,2,3650,999,36,3,9,1,23,999.99,3,1,2,0,0,0,0,9,2
43,1,1,1,7,48,1,1,2,3650,999,24,6,9,1,23,999.99,3,1,2,2500,0,0,0,9,2
37,2,1,1,7,48,1,1,2,2607,999,2,2,9,1,23,999.99,3,1,2,0,0,0,0,9,2
49,2,1,1,7,48,1,2,2,2086,999,23,1,1,1,4,23,3,6,2,2200,0,0,62500,5,2
50,1,1,1,7,48,1,1,2,2086,999,26,3,9,1,3,999.99,3,9,2,0,0,0,0,9,2
44,1,1,1,7,48,1,1,2,2086,999,25,1,1,1,20,36,3,15,2,2300,0,0,75000,9,2
41,2,1,1,7,48,1,1,2,1825,999,20,6,9,1,6,999.99,3,9,2,0,0,0,225,11,2
26,1,1,1,7,48,1,1,2,2294,999,11,1,1,1,18,25,3,4,2,2200,0,0,52500,2,2
61,2,2,1,7,48,1,1,2,1251,999,25,1,2,2,8,19,1,12,1,1150,0,325,26000,7,2
60,1,2,1,7,48,1,1,1,684,999,42,4,9,2,9,999.99,3,11,2,0,0,0,1450,10,2
58,1,1,1,7,48,2,1,2,2086,999,41,1,1,1,23,15.37,2,10,1,2100,1050,0,47000,9,1
53,2,1,1,7,48,2,1,2,2086,999,19.331132,1,1,1,13,7.68,3,6,2,900,0,0,21000,7,1
52,2,1,1,7,48,1,2,2,2190,999,18,1,1,1,8,20,1,12,1,2200,3600,525,46000,9,1
55,1,1,1,7,48,1,2,1,3326,999,39,4,9,1,21,999.99,3,7,2,0,0,0,0,3,2
54,1,1,1,7,59,2,1,2,2086,999,36,1,1,1,19,25.92,3,4,2,2200,0,0,60000,9,2
51,2,1,1,7,59,2,1,2,997,999,4,1,1,1,11,26.62,1,15,2,50,0,75,4800,9,2
22,1,6,1,7,48,2,1,2,2190,999,5,1,9,1,2,12.96,3,6,2,1150,0,0,25000,6,2
39,1,2,1,7,47,2,1,1,1660,999,19.331132,1,1,1,22,13.44,3,4,2,1500,0,0,35000,6,2
35,2,2,1,7,47,2,1,2,1304,999,16,6,9,2,17,999.99,3,15,2,250,0,0,0,9,2
43,2,1,1,7,48,1,2,2,2086,999,19.331132,1,1,1,5,19.89,1,12,1,2100,4200,550,48000,9,1
50,1,1,1,7,48,1,2,2,2031,999,19.331132,1,1,9,21,25,3,7,2,2300,0,0,49000,1,2
60,1,1,1,7,48,1,1,2,2086,999,3,1,1,1,24,20,3,5,2,2100,0,475,47000,9,2
53,1,1,1,7,48,1,2,2,2086,999,37,4,9,1,6,999.99,3,9,2,1800,0,0,40000,6,2
54,2,1,1,7,48,1,2,2,1564,999,11,4,9,1,4,999.99,3,9,2,1850,0,0,41000,9,2
25,1,6,1,7,48,1,1,2,2294,999,3,1,9,1,6,24,3,5,2,2200,0,0,87500,7,2
44,2,2,1,7,48,2,1,2,1669,999,12,1,1,1,8,28,1,12,1,2300,4200,950,62500,7,1
42,1,2,1,7,48,2,1,2,2086,999,19,1,1,1,24,25,3,5,2,2200,0,0,70000,9,2
49,1,1,1,7,48,1,1,2,2086,999,19.331132,1,1,1,17,18.15,1,5,2,2200,0,400,48000,6,2
33,2,1,1,7,48,1,1,2,2086,999,8,1,1,1,24,16.65,1,5,2,1800,0,450,39000,4,2
32,2,1,1,7,48,1,1,2,1217,999,4,1,9,1,5,27.98,3,8,2,1650,2800,475,35000,11,1
37,1,1,1,7,48,1,1,2,2607,999,11,1,9,1,23,41,3,2,2,2300,0,0,125000,9,1
43,2,4,1,7,48,1,1,2,1955,999,19,1,1,1,10,24.37,3,8,2,2300,950,0,55000,6,1
28,1,1,1,2,48,2,1,2,2086,999,8,1,1,1,12,57.6,3,2,2,2100,4500,0,125000,9,1
53,1,1,1,7,48,1,1,2,2086,999,19.331132,1,1,1,22,26.2,3,4,1,2100,0,0,60000,7,2
48,2,1,1,7,48,1,1,1,1570,999,19.331132,1,1,2,7,43.59,1,12,1,2200,6750,1800,82500,9,1
57,2,1,1,7,48,1,2,2,1945,999,33,1,9,1,7,37.38,1,12,1,2400,4700,0,75000,11,1
23,2,6,1,7,48,2,1,2,0,17,0,1,9,9,99,999.99,3,99,9,75,0,0,5250,8,2
24,1,1,1,7,48,1,2,2,2294,999,3,1,1,1,6,24,3,5,2,2300,0,0,90000,7,2
59,1,4,1,7,48,1,2,2,2347,999,41,6,9,1,2,999.99,3,4,2,400,0,0,0,6,2
47,2,1,1,7,48,2,1,1,3025,999,4,1,9,1,5,13.5,3,8,2,2300,0,0,57500,11,2
46,1,1,1,7,48,2,1,2,2086,999,27,1,9,1,2,48,3,2,2,2200,4500,0,102500,6,2
38,2,2,1,7,48,1,1,2,2034,999,13,1,1,1,5,24.06,1,7,1,1950,2500,0,42000,9,1
43,1,1,1,7,48,1,1,2,3650,999,20,6,9,1,23,999.99,3,1,2,550,0,0,0,5,2
36,2,1,1,7,48,1,1,1,2242,999,3,6,9,1,23,999.99,3,1,2,775,0,0,3100,7,2
18,1,6,1,7,48,1,1,2,1111,999,0,1,9,2,22,21,3,4,2,500,0,0,21000,5,2
53,1,1,1,7,48,1,1,2,2086,999,36,3,9,1,6,999.99,3,9,2,1550,0,0,38000,9,2
49,2,1,1,7,48,1,1,2,1564,999,18,4,9,1,4,999.99,3,9,2,2000,0,0,43000,6,2
21,1,6,1,7,48,1,1,1,2529,999,19.331132,1,1,1,18,27,3,4,2,2300,0,50,62500,6,1
34,1,1,1,7,48,1,1,1,3389,999,19.331132,1,1,1,21,35,3,2,2,2200,0,0,90000,9,2
64,1,5,1,7,48,1,2,2,2086,999,33,1,1,1,99,42.62,1,3,2,0,2050,275,110000,4,1
51,2,1,1,7,48,1,1,2,1095,999,19,1,9,2,9,24,3,15,2,1350,0,0,30000,9,2
57,1,1,1,7,48,1,1,2,2180,2,30,1,9,1,21,18,3,4,2,1700,0,0,39000,4,2
46,2,2,1,7,48,1,2,2,2086,999,19.331132,6,9,1,23,999.99,3,1,2,0,0,0,0,6,2
55,2,4,1,7,48,1,1,2,2086,999,37,1,1,1,24,13.5,3,9,2,1300,0,0,29000,5,2
57,1,4,1,7,48,1,1,1,4067,999,38,1,9,1,8,11.52,3,12,1,1850,0,0,41000,9,2
44,1,1,1,7,48,2,1,2,4745,999,29,2,9,1,23,999.99,3,1,2,550,0,0,0,4,2
17,1,6,1,7,48,2,1,2,2503,999,19.331132,2,9,1,23,999.99,3,1,2,0,0,0,15000,3,2
16,2,6,1,7,48,2,1,2,1043,999,0,2,9,2,17,999.99,3,1,2,0,0,0,0,4,2
16,2,6,1,7,48,2,1,2,1043,999,0,2,9,2,17,999.99,3,1,2,0,0,0,0,4,2
60,2,1,1,7,48,1,1,2,1043,999,34,1,1,2,7,42.85,1,12,2,2100,0,1300,57500,11,1
53,1,1,1,7,48,1,2,2,2346,999,36,1,1,1,24,20,3,2,2,2100,0,0,125000,7,2
49,2,1,1,7,48,1,2,2,1121,999,27,1,2,2,5,25.35,1,16,1,1250,2600,0,28000,9,1
37,2,1,1,7,48,1,1,2,2086,999,12,1,9,1,24,15,3,5,2,1250,0,0,29000,9,2
49,1,1,1,7,48,1,1,2,1981,999,17,1,9,1,20,32.84,3,4,2,2100,0,0,77500,6,2
16,2,6,1,7,48,1,1,2,576,999,0,1,9,2,11,16,3,13,2,0,0,0,10500,5,1
36,1,6,1,7,48,1,1,2,2086,999,17,1,1,1,99,30,3,4,2,2300,3100,0,87500,6,1
57,1,3,1,2,48,1,1,1,1825,999,36,1,1,2,12,18.25,3,8,2,1650,0,0,38000,8,2
47,2,1,1,2,48,1,1,2,1043,999,19.331132,1,1,2,4,21.12,3,10,2,950,0,0,22000,9,2
54,1,1,1,2,48,1,1,2,2086,999,19.331132,1,1,1,17,22.08,3,10,2,2200,0,0,46000,9,2
22,2,6,1,2,48,2,1,1,1132,999,19.331132,1,1,1,7,20,3,12,2,750,0,500,18000,10,2
54,2,1,1,7,48,1,2,2,1955,999,35,1,1,1,5,19.46,1,11,1,2200,4300,575,49000,9,1
64,1,1,1,7,48,1,2,2,1955,999,41,1,1,1,18,35.84,1,4,1,2200,0,1100,90000,4,2
22,1,6,1,7,48,2,1,2,2868,999,3,1,1,1,24,20,3,5,2,2400,0,0,70000,5,2
25,2,6,1,7,48,2,1,2,2273,999,7,1,9,1,5,21.16,3,6,2,1850,0,0,38000,6,2
50,1,1,1,7,48,1,1,2,1955,999,26,1,9,1,2,56.83,3,12,2,2300,0,0,110000,9,1
46,2,1,1,7,48,1,1,2,2086,999,23,1,9,1,4,23.45,1,16,1,2200,4300,550,52500,9,1
20,1,6,1,7,48,1,1,2,1565,999,3,1,9,1,23,28.8,3,2,2,2100,0,0,60000,7,1
19,1,6,1,7,48,1,1,2,2086,999,2,1,9,1,6,25.5,3,9,2,2200,0,0,46000,6,1
72,1,1,1,7,48,1,2,2,1344.26572,999,50,1,9,9,99,999.99,3,99,9,0,0,0,0,9,2
52,1,1,1,7,48,1,1,2,2086,999,33,1,1,1,23,24.96,3,1,2,2200,0,0,72500,6,2
43,2,1,1,7,48,1,1,2,2086,999,15,1,1,1,3,20.7,3,9,2,1700,0,0,36000,11,2
19,1,6,1,2,48,1,1,2,2242,999,19.331132,1,1,1,19,17.86,3,4,2,1400,0,0,32000,6,2
18,2,6,1,7,48,1,1,2,209,999,0,1,9,2,17,15,1,12,2,0,0,0,2900,5,1
50,1,1,1,7,48,1,2,2,2086,999,29,1,1,1,99,51.84,3,5,2,2200,0,0,230000,9,1
48,2,1,1,7,48,1,2,2,1825,999,32,6,9,1,23,999.99,3,1,2,525,0,0,0,8,2
54,1,1,1,7,48,1,2,1,2248,999,19.331132,6,9,1,23,999.99,3,1,2,525,0,0,0,9,2
49,2,1,1,7,48,1,1,2,2086,999,17,1,1,1,13,12,3,6,2,1050,0,0,25000,6,2
50,1,1,1,7,48,1,1,1,5200,999,32,6,9,1,23,999.99,3,1,2,2200,4000,0,49000,6,2
23,1,6,1,7,48,1,1,2,2492,999,5,1,1,1,20,32,3,2,2,2200,0,0,70000,7,2
23,2,6,1,7,48,1,1,2,2346,999,2,1,1,1,21,22,3,16,1,1650,0,0,36000,9,2
27,1,1,1,7,48,1,1,2,2868,999,19.331132,4,9,1,19,999.99,3,4,2,0,0,0,0,7,2
48,1,1,1,7,48,2,1,2,2086,999,33,1,1,1,17,19.74,3,11,1,1850,3500,0,41000,5,1
47,2,1,1,7,48,2,1,2,1590,999,19,1,1,1,4,13.44,3,8,2,1750,3300,175,38000,6,1
45,1,6,1,7,48,1,2,2,2075,999,29,1,9,1,12,23,3,13,2,1450,0,0,31000,6,2
56,1,1,1,7,48,1,2,2,4432,999,39,3,9,1,2,999.99,3,4,2,2200,0,0,95000,9,2
56,2,1,1,7,48,1,2,2,824,999,32,1,1,2,4,22.75,2,11,1,1100,1900,0,25000,6,1
38,1,1,1,7,48,1,1,2,4380,999,11,1,1,1,21,20.57,3,7,2,2200,0,0,95000,7,2
42,2,1,1,7,48,1,1,2,2086,999,18,1,1,1,12,14,3,6,2,850,0,0,21000,6,2
17,1,6,1,7,48,1,1,2,465,999,0,1,1,1,17,10,3,14,2,0,0,0,2200,5,2
48,1,1,1,7,48,1,1,2,2086,999,19.331132,1,1,1,20,36.96,1,2,2,2300,1600,750,115000,9,1
39,2,2,1,7,48,1,1,2,435,999,19.331132,1,1,2,14,9.05,3,14,2,250,0,0,9000,7,2
53,2,1,1,7,48,1,1,1,2242,999,19.331132,1,1,1,4,22,3,4,2,3000,0,0,40000,9,2
59,1,1,1,7,48,1,1,2,2294,999,24,1,1,1,19,21.5,3,4,2,2200,0,0,65000,10,2
51,2,1,1,7,48,1,1,2,1460,999,16,1,1,2,3,13.71,3,6,2,1000,0,0,23000,6,2
58,1,1,1,7,48,1,1,2,2086,999,38,1,1,1,21,24,1,4,2,2200,0,575,60000,10,1
70,1,1,1,7,48,1,2,2,1344.26572,999,19.331132,1,9,9,99,999.99,3,99,9,0,0,0,23000,3,2
40,2,4,1,7,48,1,1,1,4901,999,17,6,9,1,4,999.99,3,9,2,2100,0,0,46000,9,2
20,1,6,1,7,48,2,1,1,2101,999,2,1,1,1,13,11,3,6,2,725,0,0,18500,6,2
