@relation selecteddata2_post1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R4

@attribute ecage26 numeric
@attribute ecsex99 {1,2}
@attribute marst26 {1,2,3,4,5,6}
@attribute pvreg25 {10,11,12,13,24,35,46,47,48,59}
@attribute dwtenr25 {1,2}
@attribute mortg25 {1,2}
@attribute multj28 {1,2}
@attribute alhrp28 numeric
@attribute yrxfte11 numeric
@attribute clwkr1 {1,2,3,4,5,6}
@attribute prmjb1 {1,2,8,9}
@attribute fllprt1 {1,2,9}
@attribute nocg2e6 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,99}
@attribute imphwe1 numeric
@attribute uncoll1 {1,2,3}
@attribute n07c3g10 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,99}
@attribute pubpv10 {1,2,9}
@attribute cqpc42 numeric
@attribute rppc42 numeric
@attribute udpd42 numeric
@attribute wgsal42 numeric
@attribute hleveg18 {1,2,3,4,5,6,7,8,9,10,11,12}

@data
67,1,1,11,2,1,2,1955,49,1,1,1,20,19.31,1,12,1,0,2400,475,55000,4
48,1,1,11,1,2,2,521,19.331132,1,2,2,21,16.85,1,7,2,1550,0,875,36000,4
49,2,1,11,1,2,2,1955,12,1,1,1,17,16,1,12,2,1450,2100,425,32000,6
39,2,1,11,1,1,2,2086,19,1,1,1,5,18.24,3,5,2,1550,1350,0,34000,9
42,2,1,11,1,1,2,1738,21,1,1,1,10,19.2,1,11,1,1750,2800,550,39000,9
41,1,1,11,1,1,2,1460,17,1,1,1,2,31.2,3,15,2,1500,0,0,36000,9
55,2,1,11,1,2,2,1379,34,1,1,1,4,20.73,1,11,1,1650,2700,575,37000,10
43,1,1,11,1,1,1,1961,22,1,1,1,17,27.51,1,13,1,1900,3000,375,43000,11
43,1,1,11,1,2,2,2086,18,1,1,1,10,32.64,1,11,1,2200,5750,1100,75000,12
41,2,1,11,1,2,1,2153,20,1,1,1,7,34.88,1,12,1,2200,2900,1000,92500,9
37,2,1,11,1,1,2,2086,19.331132,1,1,1,4,24,1,12,1,1800,3000,525,40000,9
39,2,1,11,1,2,2,1955,11,1,1,1,9,29.5,1,12,1,2100,4100,550,60000,11
39,1,1,11,1,2,2,2607,21,1,1,1,19,17.28,3,15,2,1950,1200,0,45000,6
26,2,6,11,2,1,2,482,6,1,1,1,24,16.46,1,5,2,275,0,100,7250,10
62,2,1,11,1,1,2,1955,37,1,1,1,7,28,3,12,1,2200,6250,425,80000,10
53,1,1,11,1,1,2,1055,19.331132,1,1,1,21,25,3,10,2,1950,0,0,43000,9
51,2,1,11,1,1,2,1955,35,1,1,1,8,14,3,12,2,975,775,475,23000,4
16,1,6,11,1,1,2,1326,1,1,1,2,5,9.6,3,10,2,150,0,0,7750,5
59,2,1,11,1,1,2,1955,29,1,1,1,5,22.53,1,16,1,2000,3200,500,46000,9
28,1,6,48,1,1,2,2086,6,1,9,1,6,20.11,3,10,2,1850,0,0,42000,6
47,2,4,11,1,1,2,2086,28,1,1,1,2,25.2,3,6,2,2200,8500,0,47500,9
59,2,1,11,1,1,1,3754,31,1,1,1,5,14.21,1,7,1,1450,4400,0,29000,9
62,1,1,11,1,1,2,4380,42,1,1,1,1,36.57,3,16,1,2200,10000,0,160000,9
47,2,1,11,1,1,2,2086,28,1,9,1,4,18.23,3,6,2,1900,0,0,44000,7
23,1,6,11,1,1,2,2086,3,1,9,1,22,14,3,4,2,1350,0,25,31000,7
56,2,1,11,1,2,2,1955,27,1,1,1,5,15.36,1,12,1,1950,2700,500,42000,9
50,1,2,11,1,1,2,1955,31,1,1,1,99,20.48,1,16,1,2200,3000,675,48000,9
46,1,1,11,1,1,2,1396,20,1,9,1,22,16.25,1,5,2,2100,0,0,55000,9
44,2,1,11,1,1,1,3129,19.331132,1,1,1,2,20.16,3,6,2,2200,1450,0,62500,8
68,1,2,11,1,1,2,1955,49,1,9,1,20,19.31,1,12,1,0,0,0,50000,4
41,2,6,11,1,2,2,1573,9,1,1,1,13,10.05,3,6,2,675,0,0,17500,9
39,2,1,11,1,1,2,1955,15,1,1,1,2,37.71,3,8,1,2100,4100,0,75000,11
54,1,1,11,1,1,2,2399,37,1,1,1,4,16.7,3,5,2,1900,1600,0,42000,3
49,2,1,11,1,1,2,1955,19.331132,1,1,1,8,29.2,1,12,1,1900,2900,700,44000,9
25,1,6,11,1,1,2,2399,19.331132,1,1,1,17,12.52,3,5,2,1400,1250,0,30000,6
63,1,1,11,1,2,2,2086,47,1,1,1,21,19.5,1,7,1,0,2900,525,49000,6
59,2,1,11,1,2,2,2086,41,1,1,1,5,22.98,1,7,1,2300,3300,600,50000,6
35,2,2,11,1,1,2,2049,8,1,9,1,13,15,3,6,2,1750,0,0,38000,6
49,2,4,11,1,2,2,1955,29,1,1,1,4,22.27,3,8,2,2100,0,0,47000,9
58,2,4,12,2,1,2,2086,19.331132,1,1,1,99,26.4,3,99,2,2300,2300,0,57500,12
40,2,1,11,1,1,2,1955,22,1,1,1,4,14.64,3,8,2,1400,0,0,32000,8
49,2,2,11,1,2,2,1251,19.331132,1,1,2,17,12,3,6,2,725,0,0,18000,9
61,1,1,11,1,2,2,2086,19.331132,1,1,1,20,24.78,3,7,2,2300,10000,0,52500,9
45,1,1,11,1,1,2,2086,30,1,1,1,21,21.63,3,6,2,2300,1200,0,65000,9
60,2,1,11,1,2,2,1669,24,1,1,1,5,18.6,3,15,2,1500,1100,0,33000,6
35,2,1,11,1,1,2,1564,18,1,9,1,5,19.19,1,12,1,1200,0,0,29000,9
50,1,1,11,1,1,2,1955,27,1,1,1,2,46.59,3,16,1,2100,6750,50,90000,12
21,2,6,11,1,1,2,1955,2,1,1,1,7,32,1,12,1,575,975,200,16000,11
62,1,1,11,1,2,2,1955,19.331132,1,1,1,22,24.3,1,16,1,2200,3100,0,47000,11
41,2,1,11,1,1,2,1955,16,1,1,1,5,17.92,1,16,1,2200,3100,750,57500,9
54,2,1,11,1,2,2,1564,19.331132,1,1,1,17,12,1,12,2,725,0,50,16500,6
53,1,1,11,1,2,2,2086,19.331132,1,1,1,20,12.5,3,99,1,2200,0,0,72500,9
25,2,6,11,2,1,2,1787,3,1,1,1,4,19.3,1,12,1,1600,375,375,33000,9
58,1,1,11,1,1,2,2503,39,1,1,1,2,15.2,3,5,2,1700,1500,0,38000,9
62,2,1,11,1,1,1,2180,43,1,1,1,10,24,1,11,1,0,4300,825,57500,9
51,2,1,11,1,1,2,1955,19.331132,1,1,1,10,28.98,1,11,1,2100,4600,975,72500,11
36,2,1,11,1,1,2,1955,17,1,1,1,4,20.22,3,6,2,1800,2500,0,39000,11
32,1,1,11,1,1,2,1955,8,1,1,1,6,28.16,1,16,1,2700,4400,525,55000,9
29,2,1,11,1,1,2,1955,6,1,1,1,5,25.09,1,16,1,2200,3300,575,47000,11
54,1,1,11,1,1,2,1955,31,1,1,1,3,39,2,16,1,2200,5500,0,72500,11
49,2,1,11,1,1,2,1943,12,1,1,1,9,30.99,1,16,1,2200,4600,700,70000,12
46,2,1,11,1,1,2,1757,19.331132,1,1,9,10,45.53,1,11,1,2100,6000,1200,77500,11
35,1,1,11,1,1,2,1955,17,1,1,1,2,35,2,16,1,2200,5250,0,75000,12
45,2,1,11,1,1,2,1955,26,1,1,1,3,30.72,2,16,1,2200,6250,0,62500,9
50,2,1,11,1,1,2,2086,27,1,1,1,5,16.8,3,6,2,1550,1450,0,35000,9
44,1,4,11,1,1,2,1955,24,1,1,1,2,37.63,3,99,2,2300,0,0,77500,10
48,1,2,11,1,1,2,2346,19.331132,1,1,1,13,20,3,8,2,2200,0,0,62500,8
49,2,1,11,1,1,2,1955,23,1,1,1,5,41.98,1,16,1,2200,5250,1200,80000,11
49,2,1,11,2,1,2,1955,19,1,1,1,6,29.7,1,16,1,2100,3800,900,85000,8
36,1,1,11,1,1,2,1901,15,1,1,1,12,49.07,3,6,2,2300,0,0,105000,9
41,2,3,11,1,1,2,1955,20,1,9,1,5,30.21,1,16,1,2300,3800,775,57500,11
52,2,2,11,1,2,2,1043,0,1,1,2,13,11.85,3,6,2,475,550,0,12500,4
55,1,1,11,1,1,2,2868,19.331132,1,1,1,2,43.51,3,6,2,2100,2500,0,50000,6
54,2,4,11,1,1,2,1955,31,1,1,1,5,23.55,3,16,1,2200,3200,0,47000,9
44,2,6,11,1,1,2,1955,23,1,1,1,9,27.14,3,11,1,2200,3300,0,55000,11
54,2,2,11,1,1,2,2086,13,1,9,1,4,25.44,3,12,2,2300,3900,0,57500,9
63,2,1,11,1,1,2,1747,19.331132,1,1,1,17,10.4,3,12,2,700,0,0,18000,9
48,1,4,11,2,1,2,1564,3,1,1,1,99,24.32,1,12,1,1450,2000,425,33000,12
27,2,6,11,2,1,2,1955,4,1,9,1,10,17.92,1,11,1,1650,0,0,37000,11
62,2,4,11,2,1,2,1955,40,1,1,1,5,19.21,1,12,1,0,2600,525,39000,6
60,2,4,11,2,1,2,1950,11,1,1,1,17,13.37,1,12,2,1050,0,475,25000,3
52,2,1,11,1,2,2,2086,28,1,1,1,99,111.5,2,12,1,2100,8750,0,210000,12
49,2,1,11,1,1,2,2086,29,1,1,1,10,37.5,1,11,1,2200,6000,1200,80000,12
58,1,1,11,1,2,2,1955,36,1,1,1,6,76.8,3,9,2,2200,7000,0,170000,11
53,2,1,11,1,2,2,1955,31,1,1,1,2,47.1,3,16,1,2100,9000,0,90000,11
27,2,6,12,1,1,2,2086,2,1,1,1,7,28.8,1,12,1,2500,0,825,65000,12
43,2,6,11,2,1,2,2086,26,1,9,1,2,27.84,3,16,1,2300,4800,825,65000,9
59,2,4,11,1,1,2,2086,19.331132,1,1,1,10,34.08,1,11,1,2200,5500,1100,75000,12
58,1,1,11,1,2,2,2086,36,1,1,1,18,26.4,1,13,2,2200,1600,1250,77500,9
53,1,1,11,1,1,2,2086,30,1,1,1,2,38.4,3,16,1,2200,6750,0,90000,11
52,2,1,11,1,2,2,1955,28,1,1,1,3,24,2,16,1,2200,6000,325,60000,11
36,2,4,11,2,1,1,2016,16,1,9,1,5,14.2,3,8,2,1000,0,0,24000,9
27,1,4,11,2,1,2,2086,19.331132,1,1,1,17,15.95,3,6,2,1500,850,0,34000,9
42,2,6,11,1,1,2,1955,18,1,1,1,3,36,3,16,1,2200,5750,0,72500,12
36,2,1,11,1,1,2,1877,9,1,1,1,10,30.4,1,11,1,2200,4600,950,62500,11
38,1,1,11,1,1,2,2086,15,1,9,1,24,23,3,5,2,2000,1850,0,45000,6
35,1,3,11,1,1,2,3129,14,1,1,1,9,19,3,12,2,2300,2200,0,57500,9
49,1,1,11,2,1,2,2086,19.331132,1,1,1,21,24.65,1,7,1,2200,0,775,55000,4
32,1,1,11,1,1,2,2294,12,1,1,1,24,14.84,3,5,2,1550,1350,0,35000,9
59,1,1,11,1,2,2,1304,32,1,1,2,21,21,1,11,1,950,1500,375,22000,9
53,2,5,11,1,1,1,2998,22,1,1,1,9,17.27,2,10,1,0,2200,0,49000,9
41,2,2,11,1,1,2,902,17,1,1,1,9,42.7,1,16,1,2100,6250,1200,72500,12
40,2,1,11,1,1,2,1896,21,1,9,1,4,24.1,2,16,1,1950,0,0,43000,9
21,1,1,11,1,1,2,1512,6,1,9,1,20,20,3,4,2,1400,0,0,33000,9
57,2,1,11,1,1,1,2530,39,1,1,1,5,15.36,3,13,2,1600,1500,0,37000,9
26,2,6,12,2,1,2,1929,19.331132,1,1,1,3,20.76,3,6,2,1800,75,0,60000,8
60,1,1,11,1,1,2,2086,19.331132,1,1,1,5,28.87,3,16,1,2100,975,0,92500,9
61,2,1,11,1,2,2,96,39,1,2,2,4,20,3,9,1,0,0,300,12500,9
35,1,1,47,1,1,2,2086,14,1,1,1,15,35.52,3,16,1,2100,5500,0,87500,11
34,1,1,11,1,1,2,1955,19.331132,1,2,1,3,26.88,3,16,1,2200,4500,500,55000,11
49,1,1,11,1,1,2,2190,23,1,1,1,24,8.33,3,5,2,1750,1500,0,38000,6
36,1,1,11,1,1,2,2086,5,1,1,1,5,15,3,5,2,1550,0,0,35000,11
53,1,1,11,1,2,2,2086,35,1,1,1,21,17.4,1,6,2,2000,1400,500,47000,5
49,2,1,11,1,2,2,2006,34,1,1,1,17,17.52,1,11,1,1500,2200,475,34000,6
24,1,6,11,1,2,2,2086,5,1,1,1,20,18.24,3,16,1,1550,1950,0,33000,9
48,1,1,11,1,2,1,2529,19.331132,1,1,1,17,19.06,1,12,1,2300,2800,600,45000,6
62,2,1,12,1,2,2,1955,5,1,1,1,5,14.41,3,8,2,0,0,0,0,9
36,2,3,12,1,2,2,1516,19.331132,1,1,1,17,14.35,1,12,1,1100,1550,375,25000,9
49,1,1,12,1,1,2,2086,25,1,1,1,5,43.2,1,7,2,2300,3800,2300,82500,9
44,2,1,12,1,1,2,1929,23,1,1,1,5,19.2,3,8,2,1600,2100,0,36000,10
37,2,4,12,1,1,2,2086,8,1,1,1,16,15.75,1,12,2,1050,625,0,23000,9
30,1,1,48,1,1,2,2059,13,1,9,1,20,31,3,6,2,3700,0,0,72500,9
36,1,1,12,1,1,2,2190,11,1,1,1,20,32,1,7,2,2200,5500,775,95000,9
59,2,1,12,1,2,2,1825,38,1,9,1,5,26.06,3,16,1,2100,0,0,50000,9
46,2,6,12,1,2,2,2086,24,1,2,1,13,14.28,1,14,2,1150,1100,275,27000,7
48,2,6,12,1,2,2,1955,29,1,1,1,4,19.85,1,11,1,1750,2000,475,40000,11
56,1,1,12,1,2,2,2086,34,1,1,1,17,10,1,11,1,2200,2000,425,47000,4
61,2,5,12,2,1,2,1564,16,1,1,1,13,12.38,3,6,2,0,0,0,20000,3
50,1,6,12,1,2,1,4172,19.331132,1,1,1,15,16.35,1,13,2,2100,2900,400,60000,11
45,1,1,12,1,1,2,1981,26,1,1,1,13,22.23,1,6,1,1900,0,0,44000,6
32,2,1,12,1,1,2,1825,10,1,1,1,2,19.2,3,8,2,1700,0,0,38000,8
64,2,1,12,1,2,2,541,21,1,9,2,7,22.47,1,12,2,0,0,200,15500,3
67,1,1,12,1,2,2,2190,38,1,2,1,21,23.81,1,4,2,0,0,750,65000,4
29,2,6,12,1,1,2,1955,6,1,9,1,7,37,1,12,1,2300,4500,1250,80000,11
58,1,1,12,1,1,2,1483,35,1,2,1,21,19.9,1,11,1,1150,1300,525,28000,6
61,2,5,12,1,1,2,2086,21,1,1,1,17,14.46,1,12,2,0,2200,400,32000,6
40,1,1,12,1,1,2,869,14,1,2,2,10,33.61,1,11,1,400,1000,200,12500,11
34,2,1,12,1,1,1,1065,10,1,2,2,10,28.71,1,11,1,850,1400,325,21000,11
62,2,1,12,1,2,2,2086,31,1,1,1,8,12.76,1,12,2,1350,1550,500,31000,9
28,2,1,12,1,1,2,1955,19.331132,1,1,1,4,18.94,3,8,2,950,0,0,23000,11
35,2,1,12,1,2,2,2086,11,1,1,1,10,25.44,1,11,1,2200,5000,1300,57500,11
26,1,2,12,2,1,2,1825,19.331132,1,1,1,5,18.1,1,8,2,1500,875,525,35000,8
48,2,1,12,1,1,2,1825,17,1,1,1,9,33.29,1,12,1,2200,5500,800,60000,11
54,2,1,12,1,1,1,1956,37,1,1,1,3,23,1,11,1,1700,2300,650,39000,12
42,1,3,12,1,1,2,2086,16,1,1,1,22,20.5,1,5,2,2100,2800,650,47000,9
35,2,2,12,2,1,2,1955,14,1,1,1,5,27.47,1,7,1,2300,3700,950,55000,9
47,2,3,12,2,1,2,1955,23,1,1,1,5,17.2,3,4,2,1700,1700,0,38000,9
39,2,1,12,1,1,2,2086,18,1,1,1,9,34.01,1,12,1,2200,6250,1250,72500,11
30,2,6,12,1,2,2,1564,19.331132,1,1,1,8,16.43,1,12,2,725,1150,475,19000,9
57,1,1,12,2,1,2,1825,39,1,1,1,4,34.56,1,16,1,2300,5000,625,60000,11
53,1,1,12,1,1,2,2086,29,1,1,1,21,19.38,1,7,1,2100,2100,575,45000,4
55,2,1,12,1,1,2,2086,23,1,1,1,17,15.45,1,16,1,2200,2100,500,45000,9
51,1,1,12,1,1,1,3314,19.331132,1,2,1,20,32,1,4,2,2300,3700,2400,100000,9
46,2,1,12,1,1,2,1825,22,1,1,1,4,20.6,1,12,1,1700,2700,575,40000,9
50,2,3,12,1,1,2,2023,13,1,1,1,17,16.24,3,6,2,1850,875,0,43000,6
67,2,5,12,1,2,2,1434,13,1,1,2,16,16.4,1,11,1,0,875,175,31000,9
52,2,1,12,1,2,2,1877,30,1,1,1,2,36.27,3,6,2,2300,2800,0,80000,9
31,1,3,12,1,2,2,2049,19.331132,1,1,1,18,16.8,3,15,2,1400,0,0,31000,7
51,1,3,12,1,2,2,1825,25,1,1,1,6,39.22,1,16,1,2100,11500,1450,72500,11
40,1,1,12,2,1,2,1955,20,1,1,1,6,35.07,1,16,1,2000,4000,925,45000,9
22,2,6,46,2,1,1,1997,2,1,2,1,6,19.46,3,9,2,2200,0,0,45000,10
53,1,1,12,2,1,2,2294,34,1,1,1,24,19.2,3,5,2,2200,0,0,47000,6
59,1,1,12,1,1,2,1955,38,1,1,1,6,30.72,1,16,1,2200,6250,850,72500,11
57,2,1,12,1,1,2,1304,36,1,1,2,8,16.6,1,12,2,1200,75,425,27000,10
51,1,1,12,1,2,2,2086,30,1,1,1,17,13.44,3,12,2,1750,0,0,39000,9
26,1,1,12,2,1,2,1955,7,1,9,1,17,17.15,1,12,1,2000,0,0,45000,4
43,1,1,12,1,1,2,1955,20,1,1,1,11,30.29,1,16,1,2400,3400,0,52500,11
61,1,2,12,1,1,2,2086,45,1,1,1,21,21.75,1,7,1,2200,5500,675,52500,9
60,2,2,12,1,1,2,1955,41,1,1,1,5,19.6,3,6,2,0,3100,0,39000,5
32,2,4,59,2,1,2,2021,9,1,1,1,9,28.32,1,12,1,2500,6500,825,70000,11
39,1,1,12,1,1,2,2764,18,1,1,1,18,23,3,4,2,2300,2800,0,67500,6
50,2,6,12,1,1,2,2086,20,1,1,1,8,16.09,3,12,1,1500,1950,0,35000,9
49,2,1,12,1,1,1,4276,19.331132,1,1,1,99,35.36,1,12,1,2300,5750,1400,100000,6
59,2,1,12,1,2,2,1304,19,1,1,2,10,50.5,1,11,1,2200,6750,750,67500,9
53,2,3,12,1,2,2,1358,32,1,1,1,99,16.16,3,5,2,1300,0,0,31000,6
52,1,1,12,1,1,2,2086,37,1,1,1,2,22.63,3,5,2,2100,0,0,60000,9
43,1,1,12,1,1,2,2022,22,1,9,1,99,28,1,7,2,2100,0,1150,140000,9
40,2,1,12,1,1,2,2086,6,1,1,1,2,24.45,1,6,1,2300,4400,650,52500,9
31,1,1,12,1,1,2,2346,13,1,1,1,21,19.4,1,4,1,2200,4400,1800,60000,6
23,2,1,12,1,1,2,2346,5,1,1,1,8,21.33,1,12,1,2200,4300,650,62500,9
54,1,1,12,1,1,2,1912,30,1,1,1,6,38.91,1,16,1,2100,11500,675,72500,11
53,2,1,12,1,1,2,1187,0,1,1,2,16,13.96,1,11,1,850,1650,225,20000,9
53,1,1,12,1,1,2,2086,36,1,1,1,99,44.16,3,3,2,2200,1750,0,110000,6
53,2,1,12,1,1,2,1851,27,1,1,1,5,27.58,3,2,2,2200,4600,0,55000,9
46,1,1,12,1,1,2,2086,25,1,1,1,24,26.88,3,5,2,2200,0,0,92500,9
28,1,1,47,1,1,2,2086,19.331132,1,1,1,20,28.75,3,99,1,2100,4400,0,72500,6
42,2,2,48,1,1,2,1796,23,1,1,1,99,48,3,2,2,2200,0,0,110000,6
44,2,2,48,1,1,2,2086,25,1,1,1,99,62.4,3,2,2,2200,3000,0,220000,6
38,1,1,12,1,1,2,2086,20,1,1,1,21,28.8,1,5,2,2300,1700,750,60000,9
38,2,1,12,1,1,2,1825,3,1,1,1,12,27.43,3,8,2,2200,0,0,50000,11
54,1,1,12,1,1,2,2086,36,1,1,1,13,20.16,3,6,2,2100,2200,0,50000,6
49,2,1,12,1,1,2,2086,20,1,1,1,17,20.64,1,10,2,2300,2900,850,50000,9
39,1,1,12,1,1,2,2190,19,1,1,1,8,28.15,1,12,2,2200,3800,875,75000,9
46,2,1,12,1,1,2,1825,24,1,1,1,4,23.59,3,11,1,2100,2700,0,46000,11
23,1,6,12,1,1,2,2086,19.331132,1,1,1,13,11.2,3,6,2,1450,0,0,32000,8
53,2,1,12,1,1,2,1690,28,1,1,1,16,129.97,1,11,1,1150,2200,350,27000,6
56,1,1,12,1,2,2,2086,32,1,9,1,21,28.8,1,7,2,2300,0,575,80000,4
45,2,1,12,1,1,2,2086,5,1,1,1,7,32.64,1,12,2,2300,5500,1300,80000,11
48,1,1,12,1,2,2,2007,25,1,1,1,21,21,1,7,2,2100,2400,800,47000,9
40,1,1,35,1,1,2,1955,23,1,1,1,2,46.08,3,8,2,2100,0,0,95000,9
40,2,1,35,1,1,2,1304,15,1,1,1,18,20,3,4,2,1550,0,0,35000,9
19,1,6,12,1,1,2,2091,19.331132,1,1,1,22,8.64,3,5,2,975,325,0,23000,5
39,2,2,12,1,1,2,1955,20,1,1,1,17,15.18,1,12,1,1350,2100,450,32000,9
48,2,1,12,1,1,2,1669,19.331132,1,1,1,5,12.38,3,6,2,1000,575,0,23000,9
62,1,1,12,1,2,2,2086,43,1,1,1,21,23,3,6,2,1900,0,0,42000,9
51,2,2,12,1,1,2,2086,27,1,1,1,10,36.25,1,11,1,2200,5750,600,75000,11
52,2,1,12,1,1,2,1530,28,1,2,1,16,18.4,1,11,1,1050,2000,275,26000,11
58,1,1,12,1,1,2,2086,35,1,1,1,17,36,3,13,2,2200,0,0,72500,6
53,2,4,12,2,1,2,1655,35,1,1,1,8,16.43,1,12,1,1700,1200,675,37000,9
51,1,1,12,1,1,1,2190,33,1,1,1,24,20.85,3,5,2,2100,0,0,57500,9
50,2,1,12,1,1,1,1565,13,1,2,1,16,19.4,1,11,1,1100,2100,275,26000,8
51,1,3,12,1,1,2,2086,22,1,1,1,17,22.28,1,16,1,2000,2400,0,45000,9
53,2,1,12,1,1,2,1825,32,1,9,1,3,30.47,1,16,1,2300,3500,625,60000,9
45,2,1,12,1,1,2,2086,21,1,1,1,17,18.47,1,16,1,2000,2300,625,46000,8
43,1,1,12,1,1,2,2086,19.331132,1,1,1,14,18.47,1,16,1,2100,2500,675,45000,8
55,1,1,12,1,2,2,2086,37,1,1,1,19,20.25,3,5,2,2100,2100,0,48000,4
53,2,1,12,1,2,2,2086,33,1,1,1,10,31.2,1,11,1,2200,6250,650,67500,11
33,2,1,12,1,1,2,1955,12,1,1,1,8,20.18,1,12,1,1750,2700,525,41000,9
35,1,1,12,1,1,2,2086,17,1,1,1,24,15,3,5,2,1850,1250,0,41000,9
56,1,1,12,1,1,2,2607,19.331132,1,1,1,12,22.66,3,5,2,2300,0,0,62500,9
39,2,1,12,1,2,2,1893,20,1,9,1,4,24.33,3,8,2,2100,3300,825,55000,9
59,2,1,12,1,2,2,235,18,1,2,2,5,20,1,7,2,1350,0,450,29000,9
53,2,1,12,1,1,2,1422,19.331132,1,2,1,25,7.03,3,5,2,525,0,0,15500,9
52,1,1,12,1,1,2,4380,36,1,1,1,14,19.2,1,7,2,2300,0,600,92500,1
24,2,6,12,2,1,2,2503,2,1,2,1,7,31,1,12,1,2100,4300,725,67500,11
45,2,1,12,1,1,2,2086,14,1,1,1,5,10,3,6,2,1250,0,0,30000,9
45,1,1,12,1,1,1,2216,28,1,1,1,21,18.25,1,6,2,1900,1900,525,44000,6
49,2,4,12,2,1,2,2086,8,1,1,1,14,17.1,1,12,1,0,2800,850,42000,7
61,1,4,12,1,2,2,1551,36,1,1,1,21,18.81,1,11,1,1200,2200,400,28000,4
38,1,1,12,1,1,2,2065,17,1,1,1,21,22.3,1,4,2,2300,0,1250,55000,9
29,1,2,12,1,1,2,2346,10,1,1,1,21,16.4,3,6,2,1850,0,0,42000,7
36,2,1,12,1,1,1,3650,6,1,1,1,5,10,3,10,2,1350,0,0,18000,9
64,1,1,12,1,1,2,2086,49,1,1,1,19,23.04,1,11,1,2200,3100,775,47500,8
44,1,1,12,1,1,2,2868,24,1,9,1,21,16.76,3,6,2,2200,2300,750,55000,9
53,1,1,12,1,2,1,1344.26572,19.331132,1,1,1,21,23.1,1,6,2,2200,3200,575,52500,9
33,1,1,12,1,1,2,2190,15,1,1,1,6,16.31,3,99,2,1600,0,0,36000,5
35,1,2,12,2,1,2,2086,13,1,9,1,13,19.68,3,6,2,2200,0,0,52500,6
31,2,2,12,2,1,2,1729,7,1,9,1,4,14.83,3,8,2,1350,0,0,29000,8
58,1,1,12,1,1,2,1564,39,1,1,1,20,10.8,3,6,2,1000,1800,0,24000,5
42,2,1,12,1,1,2,1356,8,1,1,2,7,23.08,1,12,1,2300,4100,1250,55000,9
50,2,1,12,1,2,2,1825,27,1,1,1,5,20.85,1,16,1,2100,3800,500,47000,9
50,1,1,12,1,2,2,2086,31,1,1,1,21,27.84,3,7,2,2100,0,0,82500,9
56,1,4,12,1,2,2,1632,19.331132,1,1,1,17,24.43,3,6,2,825,475,0,21000,6
48,2,4,12,1,1,2,2086,18,1,1,1,99,45.12,3,6,2,2200,0,0,87500,5
41,2,2,12,1,1,2,1955,21,1,1,1,4,28.93,2,16,1,2100,3400,0,67500,12
50,1,1,12,1,1,2,1955,26,1,1,1,17,14.65,1,12,1,1450,2100,550,34000,9
48,2,1,12,2,1,2,2086,27,1,1,1,5,19,3,13,2,1450,0,0,33000,9
46,1,1,12,1,1,2,2190,26,1,1,1,8,26.51,1,12,2,2200,4700,800,67500,8
44,2,1,12,1,1,2,1929,17,1,1,1,2,35.81,3,16,1,2400,4100,0,70000,11
66,2,4,12,2,1,2,1955,45,1,1,1,5,24.58,1,16,1,0,625,150,19000,11
63,1,1,12,1,1,2,2086,33,1,1,1,99,102.72,3,16,1,2200,11000,0,140000,12
31,2,6,12,1,1,2,1738,10,1,9,1,5,17.76,3,13,2,1850,0,0,40000,9
45,2,6,12,1,1,2,1042,19.331132,1,2,2,10,28.98,1,11,1,1700,2500,0,39000,11
55,2,1,12,1,2,2,1955,36,1,1,1,4,19.71,3,8,2,1900,0,0,43000,9
59,1,1,12,1,2,2,2086,41,1,1,1,21,21.12,1,7,1,2300,4750,750,52500,9
21,1,6,12,1,2,2,1304,0,1,1,2,13,6.14,3,6,2,625,0,0,15500,5
21,1,6,12,1,2,2,1304,0,1,1,2,17,10,3,6,2,425,0,0,12500,7
49,1,1,12,1,1,2,2086,32,1,9,1,20,20.64,3,5,2,2000,775,0,44000,9
36,2,1,12,1,1,2,1955,19.331132,1,1,1,2,41.98,3,8,2,2100,0,0,97500,12
59,2,1,12,1,2,2,1825,42,1,1,1,4,24.69,3,9,2,2200,0,0,47000,6
51,2,1,12,1,1,2,1841,3,1,1,1,17,10,3,6,2,625,0,0,16500,7
45,2,1,12,1,1,2,1955,24,1,1,1,7,32,3,12,1,2200,5500,475,65000,8
48,1,1,12,1,1,2,1955,25,1,1,1,4,34.56,3,8,2,2100,0,0,70000,10
29,2,1,12,1,1,2,2086,5,1,1,1,10,29.76,1,11,1,2100,4600,675,43000,12
53,1,1,12,1,2,2,2086,35,1,1,1,6,38.4,1,7,1,2300,6000,1200,97500,9
53,1,6,12,1,2,1,2399,19.331132,1,1,1,21,23.89,1,7,1,2300,4300,725,60000,9
54,1,3,12,1,2,2,1479,14,1,1,1,22,22.59,1,16,1,2300,2000,0,49000,9
59,2,1,12,1,2,2,2190,40,1,9,1,5,15.75,3,6,2,1500,3300,500,34000,9
30,2,6,12,1,1,2,1955,19.331132,1,1,1,2,29.92,1,7,2,2100,2800,1100,72500,9
