"","ecage26","ecsex99","marst26","mjacg26","immst15","pvreg25","dwtenr25","mortg25","multj28","alhrp28","mtlswk28","yrxfte11","clwkr1","prmjb1","fllprt1","nocg2e6","imphwe1","penpln1","uncoll1","n07c3g10","pubpv10","cqpc42","rppc42","udpd42","wgsal42","hleveg18"
"231",53,2,6,1,7,10,1,2,2,1955,999,30,1,9,1,2,48.64,1,1,11,1,2200,2200,0,95000,12
"232",56,2,6,3,7,10,1,2,1,3624,999,19.3311315269217,1,1,1,10,40.96,1,1,11,1,2100,6250,1150,85000,12
"233",69,1,1,3,7,10,1,2,2,0,136,35,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"234",63,2,1,3,7,10,1,2,2,0,95,25,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"235",71,1,1,3,7,10,1,2,2,1344.26571978103,999,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"236",70,2,1,3,7,10,1,2,2,1344.26571978103,999,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"237",75,1,2,3,7,10,2,1,2,1344.26571978103,999,37,1,9,9,99,999.99,2,3,99,9,0,0,0,0,8
"238",26,2,6,1,7,10,1,1,2,1825,999,19.3311315269217,1,1,1,11,22,1,1,13,2,2200,0,1000,50000,10
"239",80,2,5,4,7,10,2,1,2,1344.26571978103,999,5,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"240",49,1,1,1,7,10,1,1,2,1304,999,19.3311315269217,1,1,2,10,48.92,1,1,11,1,2200,8250,1050,85000,12
"241",44,2,1,1,7,10,1,1,2,1955,999,19.3311315269217,1,1,1,5,22.75,1,3,8,2,2400,0,0,87500,12
"242",20,1,6,2,7,10,1,1,2,244,5,0,1,2,2,17,10,2,3,6,2,50,0,0,4400,8
"243",39,1,1,1,7,10,1,1,2,2086,999,17,1,1,1,15,36,1,1,16,1,2400,5500,1000,75000,6
"244",37,2,1,1,7,10,1,1,2,2086,999,15,1,1,1,13,20.4,1,3,6,2,2300,1350,0,52500,9
"245",66,1,1,3,7,10,1,2,1,278,999,19.3311315269217,1,2,2,6,100,2,3,9,2,0,0,425,5750,12
"246",63,2,1,3,7,10,1,2,2,0,488,5,1,9,9,99,999.99,2,3,99,9,0,0,0,1000,8
"247",46,2,1,1,7,10,1,1,2,2040,999,28,1,1,1,4,19.2,1,3,8,2,2000,0,0,47000,8
"248",52,1,1,1,7,10,1,1,2,2607,999,34,1,1,1,99,8.66,1,3,8,2,2300,0,0,270000,9
"249",23,2,6,1,7,10,1,1,2,1972,999,3,1,1,1,5,10,2,1,6,2,700,0,0,17500,8
"250",35,2,1,1,7,10,1,1,2,1825,999,11,1,1,1,10,32.91,1,1,11,1,2100,4800,675,50000,12
"251",44,1,1,1,7,10,1,1,2,1955,999,22,1,1,1,2,41.68,2,3,13,2,2200,0,0,87500,12
"252",53,2,4,1,7,10,2,1,2,1043,999,32,6,9,2,7,999.99,2,3,12,2,1850,0,0,42000,11
"253",28,2,6,1,7,10,1,1,2,1929,999,19.3311315269217,1,2,1,7,32,1,1,12,1,2300,4400,825,72500,11
"254",53,1,1,1,7,35,1,2,2,2086,999,29,1,1,1,6,120,1,3,4,2,2300,13000,325,430000,12
"255",45,2,1,1,7,35,1,2,1,2503,999,22,6,9,1,99,999.99,2,3,12,2,2100,0,0,65000,12
"256",17,2,6,2,7,35,1,2,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"257",55,2,1,1,7,10,1,2,2,2086,999,32,1,1,1,5,34.56,1,3,2,2,2100,1650,0,70000,9
"258",55,1,1,1,7,10,1,2,2,2086,999,33,1,1,1,99,78.3,1,3,2,2,2100,13500,0,220000,11
"259",26,2,2,1,2,59,2,1,2,1932,999,2,1,1,1,5,19.46,2,3,8,2,2100,0,0,48000,9
"260",31,1,6,1,7,10,1,2,2,88,999,19.3311315269217,1,1,9,21,25.57,1,3,2,2,0,675,0,1950,9
"261",80,1,1,3,7,10,1,2,2,1344.26571978103,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,2
"262",75,2,1,4,7,10,1,2,2,1344.26571978103,999,2,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"263",47,1,4,1,7,10,1,1,2,2346,999,23,1,1,1,19,21.75,2,3,4,2,1750,0,0,39000,7
"264",17,1,6,2,7,10,1,1,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,200,7000,5
"265",63,2,1,4,7,10,2,1,2,78,5,42,1,2,2,17,13.96,2,3,12,2,0,0,0,25,6
"266",72,2,4,3,7,10,2,1,2,1344.26571978103,999,8,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"267",47,2,1,1,7,10,1,1,2,1825,999,24,1,1,1,4,13.5,2,3,8,2,875,0,0,22000,9
"268",49,1,1,1,7,10,1,1,2,2033,999,28,1,1,1,21,23,2,3,4,2,1400,0,0,33000,4
"269",18,2,6,2,7,10,1,1,2,348,999,0,1,1,2,17,10,2,3,14,2,0,0,0,3300,6
"270",47,2,1,1,7,10,1,2,2,1825,999,28,1,1,1,4,21.43,2,3,15,2,1900,0,0,43000,9
"271",47,1,1,1,7,10,1,2,2,2190,999,17,1,1,1,6,45.71,1,1,16,1,2200,5750,1100,100000,11
"272",19,2,6,2,7,10,1,2,1,1091,999,1,1,1,2,13,10.5,2,3,6,2,1650,2700,600,39000,8
"273",17,1,6,2,7,10,1,2,2,538,999,1,1,2,1,17,10.5,2,3,7,2,0,0,0,6000,5
"274",43,2,2,1,7,10,1,1,2,1024,999,13,1,2,1,17,10,2,3,13,2,325,0,0,9750,9
"275",43,2,1,4,7,10,1,1,2,1758,999,19.3311315269217,1,1,1,8,22.5,1,1,12,2,1900,3300,700,42000,9
"276",44,1,1,1,7,10,1,1,2,2086,999,10,1,1,1,21,22,2,3,4,2,2400,0,0,48000,3
"277",48,1,1,1,7,10,1,1,2,2031,999,19.3311315269217,1,1,9,3,51.2,1,3,6,2,2200,5250,975,125000,9
"278",49,2,1,1,7,10,1,1,2,1173,999,28,1,1,2,7,34.13,1,1,12,1,2100,2100,1500,60000,10
"279",19,2,6,2,7,10,1,1,2,135,5,0,1,2,1,16,10,2,3,15,2,0,0,0,175,8
"280",70,1,1,3,7,10,1,1,2,1344.26571978103,999,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"281",55,2,1,1,7,10,1,1,2,330,999,19.3311315269217,1,1,2,13,13.96,2,3,6,2,425,0,0,12500,12
"282",38,1,3,1,7,10,1,1,2,2086,999,19.3311315269217,1,1,1,2,62.4,2,3,4,2,2300,0,0,125000,9
"283",33,2,3,1,7,10,1,1,2,2086,999,19.3311315269217,1,1,1,5,19.68,1,3,2,2,2100,0,0,48000,9
"284",47,1,1,1,7,10,1,1,2,2086,999,20,1,1,1,3,24,1,3,8,2,2300,0,0,57500,9
"285",52,2,1,1,7,10,1,1,2,1825,999,29,1,1,1,8,36.75,1,1,12,1,2300,5250,800,67500,11
"286",33,1,1,1,7,10,1,1,2,1955,999,13,1,1,1,6,38.4,1,1,16,1,2300,4900,675,77500,9
"287",30,2,1,4,7,10,1,1,2,1955,999,7,1,1,1,6,23.55,1,1,16,1,2100,2000,600,46000,9
"288",41,2,4,1,7,10,1,1,2,2086,999,17,1,1,1,10,26.4,1,1,11,1,2100,9000,900,75000,12
"289",31,2,1,1,7,10,1,1,2,2089,999,10,1,1,1,5,24.96,1,3,2,2,2200,0,0,50000,9
"290",34,1,1,1,7,10,1,1,2,1564,999,1,1,1,1,22,38.4,1,1,7,2,2200,3300,1400,57500,6
"291",62,2,5,1,7,10,1,2,2,2346,999,13,6,9,1,9,999.99,2,3,12,2,0,0,0,0,5
"292",25,1,6,2,7,10,1,2,2,1390,4,5,1,1,1,17,10,2,3,6,2,550,0,0,14000,11
"293",23,1,6,1,7,12,2,1,2,2216,999,2,1,2,1,21,25.3,1,3,16,1,2900,3100,0,62500,8
"294",55,1,1,1,7,10,1,1,2,1825,999,34,1,1,1,10,31.2,1,1,11,1,2100,4400,825,52500,9
"295",53,2,1,1,7,10,1,1,1,1915,999,37,1,1,1,2,20,2,3,14,2,2000,0,0,45000,6
"296",26,1,6,1,7,10,1,1,2,2086,999,3,1,1,1,15,40,1,1,16,1,2400,5250,1100,72500,10
"297",42,2,1,1,7,35,1,1,2,1825,999,13,1,1,1,99,65.28,1,3,16,1,2200,9000,0,110000,12
"298",44,1,1,1,7,35,1,1,2,2086,999,19,1,1,1,99,115.2,1,3,8,2,2100,0,0,420000,12
"299",36,1,4,1,7,10,1,1,2,2086,999,19.3311315269217,1,1,1,2,21.6,1,3,6,2,2200,0,0,45000,9
"300",31,1,1,1,7,10,1,1,2,1095,999,19.3311315269217,1,1,1,99,100.57,1,3,2,2,2200,0,0,135000,4
"301",34,2,1,4,7,10,1,1,2,1086,999,10,1,1,2,5,13,1,3,8,2,625,0,0,14000,8
"302",46,2,1,1,7,10,1,1,2,1955,999,26,1,1,1,3,28.77,1,3,8,2,2100,0,0,65000,9
"303",48,1,1,1,7,10,1,1,1,2023,999,26,1,1,1,6,40.96,1,1,16,1,2200,4500,1150,72500,9
"304",69,2,1,4,7,10,1,1,2,0,247,4,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"305",77,1,1,3,7,10,1,1,2,1344.26571978103,999,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"306",18,1,6,2,7,10,1,1,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,8500,5
"307",49,2,1,1,7,10,1,1,2,1825,999,21,1,1,1,2,24.69,2,3,12,1,2200,0,0,46000,11
"308",49,1,1,1,7,10,1,1,2,1955,999,25,1,1,1,6,48.64,1,1,16,1,2200,5500,600,92500,11
"309",21,1,6,1,7,10,1,1,2,742,999,19.3311315269217,1,2,1,99,13,2,3,6,2,50,0,0,5250,5
"310",47,1,1,1,7,10,2,1,2,2086,999,26,1,1,1,15,40.8,1,1,16,1,2200,7750,1100,115000,9
"311",42,2,1,1,7,10,2,1,2,2086,999,23,1,1,1,99,39.36,1,1,16,1,2300,7250,1100,115000,9
"312",17,1,6,2,7,10,2,1,2,394,5,1,1,2,2,99,10,2,3,13,2,0,0,0,1300,5
"313",28,2,6,1,7,10,1,2,2,1757,999,19.3311315269217,1,1,9,5,12,1,3,8,2,1050,0,0,26000,8
"314",43,1,1,1,7,10,1,1,2,1825,999,19.3311315269217,1,1,1,15,31.82,1,1,16,1,2200,1750,575,55000,11
"315",48,2,1,1,7,10,1,1,2,2086,999,29,1,9,1,3,45.13,1,1,15,2,2100,5250,1300,80000,9
"316",37,2,1,1,7,10,1,1,2,1825,999,14,1,1,1,12,31.27,1,3,99,2,2200,0,0,90000,11
"317",38,1,1,1,7,10,1,1,2,3129,999,18,6,9,1,2,999.99,2,3,6,2,425,0,0,0,8
"318",40,1,1,1,7,10,1,1,1,1344.26571978103,999,19.3311315269217,1,1,1,23,12,2,3,10,2,3800,0,0,34000,9
"319",40,2,1,1,7,10,1,1,2,2086,999,18,1,1,1,4,16.32,1,3,5,2,2000,0,0,45000,8
"320",25,2,6,1,7,10,1,1,2,166,11,9,1,1,1,5,19.51,2,3,8,2,50,0,0,4500,9
"321",72,1,1,3,7,10,1,2,2,1344.26571978103,999,35,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"322",66,2,1,4,7,10,1,2,2,869,7,19.3311315269217,1,2,1,4,22,2,3,8,2,0,0,0,15500,9
"323",49,2,1,1,7,10,1,1,2,1669,999,31,1,1,1,13,14,1,3,6,2,1050,0,0,25000,9
"324",45,1,1,1,7,10,1,1,2,2086,999,30,1,1,1,24,15.5,1,3,5,2,1750,0,0,40000,6
"325",17,2,6,2,7,10,1,1,2,806,999,0,1,1,2,14,10,1,3,14,2,200,0,0,8750,7
"326",16,1,6,2,7,10,1,1,1,336,999,0,1,2,1,22,10,2,3,5,2,0,0,0,8750,1
"327",80,1,2,3,7,10,1,2,2,1344.26571978103,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"328",69,1,1,3,7,10,1,2,2,0,52,40,1,9,9,99,999.99,2,3,99,9,0,0,0,200,4
"329",65,2,1,3,7,10,1,2,2,0,231,7,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"330",35,2,6,1,7,10,1,2,2,921,999,15,1,2,1,5,23,2,1,7,1,725,25,725,19000,9
"331",60,1,1,1,7,35,1,2,2,2086,999,37,1,1,1,99,62.4,1,3,99,2,2300,1100,0,420000,8
"332",61,2,1,3,7,35,1,2,2,95,999,35,1,2,2,11,15,2,3,13,1,0,0,0,1250,11
"333",71,1,1,3,7,10,1,1,2,1344.26571978103,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"334",68,2,1,4,7,10,1,1,2,0,170,25,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"335",48,1,6,4,7,10,1,1,2,0,32,27,1,9,9,99,999.99,2,3,99,9,225,0,0,7750,6
"336",57,1,1,1,7,10,1,2,2,2346,999,27,3,9,1,2,999.99,2,3,4,2,2100,0,0,55000,9
"337",54,2,1,1,7,10,1,2,2,2086,999,21,3,9,1,2,999.99,2,3,4,2,1850,0,0,41000,11
"338",27,2,2,1,7,10,1,1,2,1955,999,4,1,9,1,9,30,1,1,12,1,2300,3800,0,55000,11
"339",55,1,1,1,7,10,1,2,2,3285,999,19.3311315269217,1,1,1,20,36.57,2,1,2,1,2300,0,2900,135000,9
"340",56,2,1,1,7,10,1,2,2,1304,999,0,5,9,2,17,999.99,2,3,15,2,1150,0,0,0,9
"341",23,1,6,1,7,10,1,2,2,1960,999,3,1,1,1,22,22,2,1,4,2,2100,0,1450,43000,9
"342",49,1,1,1,7,10,1,1,1,3519,999,28,1,2,1,2,43.52,1,3,12,1,2200,6000,725,77500,12
"343",48,2,1,1,7,10,1,1,2,3650,999,4,1,1,1,4,9.6,2,3,5,2,0,0,0,0,9
"344",33,2,6,4,7,10,1,2,2,2086,999,13,1,2,1,99,11.5,2,3,13,2,300,0,0,10000,8
"345",74,1,1,3,7,10,1,2,2,1344.26571978103,999,45,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"346",71,2,1,3,7,10,1,2,2,1344.26571978103,999,22,1,9,9,99,999.99,2,3,99,9,0,0,150,0,4
"347",55,2,1,4,7,10,1,2,2,869,999,8,6,9,1,23,999.99,2,3,2,2,1000,0,50,0,6
"348",60,1,1,4,7,10,1,2,2,1043,999,8,6,9,1,23,999.99,2,3,2,2,0,0,50,0,4
"349",35,1,1,1,7,10,1,1,2,2086,999,11,1,1,1,20,35.28,1,1,13,2,2200,1600,1100,65000,11
"350",36,2,1,4,7,10,1,1,2,688,999,19.3311315269217,1,2,1,23,31.98,2,1,2,2,1450,0,50,0,11
"351",60,1,1,4,7,10,1,2,2,0,90,39,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"352",65,2,1,1,7,10,1,2,2,1043,999,15,1,2,2,11,11.55,2,2,13,1,0,0,0,9250,11
"353",38,1,6,1,7,10,1,2,2,1738,999,2,1,1,1,5,29.5,2,1,7,2,1850,0,1150,42000,9
"354",74,1,4,4,7,10,1,2,2,1344.26571978103,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"355",23,1,6,2,7,10,2,1,2,0,997,2,1,9,9,99,999.99,2,3,99,9,0,800,0,325,7
"356",44,1,1,1,7,10,1,2,1,2899,999,26,1,2,1,19,18,2,3,4,2,2300,0,250,15000,6
"357",42,2,1,4,7,10,1,2,2,1902,999,23,1,1,1,25,11.35,2,3,5,2,225,0,0,9250,7
"358",42,1,1,4,7,10,1,1,1,1990,2,9,1,2,1,22,17.78,1,1,16,1,2200,1100,0,52500,7
"359",51,2,1,1,7,10,1,1,2,2086,999,16,1,2,1,10,52.8,1,1,11,1,2300,6500,1250,145000,11
"360",22,1,6,4,7,10,1,1,2,1396,4,2,1,2,1,20,18,1,1,6,2,525,800,200,15500,9
"361",75,1,1,3,7,10,1,2,2,1344.26571978103,999,42,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"362",70,2,1,3,7,10,1,2,2,1344.26571978103,999,13,1,9,9,99,999.99,2,3,99,9,0,0,50,0,9
"363",29,2,1,4,7,10,1,1,2,0,997,1,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"364",31,1,1,1,7,10,1,1,1,3201,999,11,1,1,1,20,30,1,1,99,2,2700,0,2200,72500,10
"365",63,1,3,1,7,10,2,1,2,2086,999,13,1,1,1,13,11.5,2,3,6,2,1950,0,0,42000,4
"366",58,2,1,1,7,10,1,1,1,2247,3,1,1,2,1,99,12,2,3,14,2,25,0,0,4000,3
"367",43,1,1,1,7,10,1,1,2,2022,999,22,1,2,1,21,28,1,1,7,2,2300,0,2100,105000,9
"368",44,2,1,1,7,10,1,1,2,1825,999,3,1,1,1,9,13,2,3,12,2,1025,0,0,24000,9
"369",17,1,6,2,7,10,1,1,2,209,999,0,1,1,2,24,10,2,3,6,2,0,0,0,2500,5
"370",42,1,1,4,7,10,2,1,2,778,999,22,1,2,1,19,18,2,3,4,2,300,0,0,10000,3
"371",40,2,1,4,7,10,2,1,2,0,997,3,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"372",20,2,6,2,7,10,2,1,2,1564,999,1,1,1,1,16,12.39,2,3,12,2,450,0,0,12000,9
"373",17,1,6,4,7,10,2,1,2,1597,999,1,1,2,1,19,14,2,3,4,2,300,0,0,14500,3
"374",56,1,3,1,7,10,2,1,2,1049,6,19.3311315269217,1,2,1,20,38,1,1,4,2,2300,0,1950,57500,9
"375",47,2,1,4,7,10,2,1,2,0,89,24,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"376",71,1,1,3,7,10,1,2,2,1344.26571978103,999,32,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"377",66,2,1,3,7,10,1,2,2,0,48,14,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"378",43,2,1,1,7,10,1,2,2,1955,999,22,1,1,1,5,19.96,1,1,12,1,2000,2700,650,44000,9
"379",44,1,1,1,7,10,1,2,2,2086,999,19.3311315269217,1,1,1,13,15,2,3,6,2,1250,0,0,28000,9
"380",43,1,1,1,7,10,1,1,2,2346,999,19,1,1,1,2,17.07,1,3,6,2,1900,2000,0,46000,11
"381",42,2,1,4,7,10,1,1,2,1173,999,18,1,1,2,5,16.78,1,3,13,2,825,1000,0,21000,9
"382",60,1,1,1,7,10,1,2,2,2607,999,42,1,1,1,21,18.14,2,3,10,2,2200,0,0,46000,6
"383",55,2,1,4,7,10,1,2,2,0,366,7,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"384",23,1,6,1,7,10,1,2,2,2607,999,3,1,1,1,21,18,2,3,4,2,1700,0,300,38000,9
"385",53,2,1,1,7,10,1,2,2,2086,999,31,1,1,1,10,35.52,1,1,11,1,2300,6750,925,75000,11
"386",66,1,1,3,7,10,1,2,2,0,46,48,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"387",24,2,6,1,7,10,1,2,2,1995,999,2,1,2,1,11,6.43,2,3,7,2,525,0,0,15000,11
"388",21,2,6,1,7,10,1,2,2,1669,999,2,1,2,1,8,19,2,1,12,1,1450,1500,550,33000,9
"389",20,2,6,2,7,10,1,2,2,260,5,0,1,2,1,99,10,2,3,10,2,0,0,0,0,8
"390",80,1,5,3,7,10,1,2,2,1344.26571978103,999,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,2
"391",53,1,1,1,7,10,2,1,2,5200,999,19.3311315269217,1,1,1,17,35.71,2,1,6,2,2200,0,350,87500,9
"392",52,2,1,1,7,10,2,1,2,2216,999,17,1,1,1,5,14.5,2,3,6,2,1400,0,0,31000,9
"393",67,1,1,3,7,10,1,1,2,196,999,48,1,2,2,21,10,2,3,7,2,0,0,50,2000,9
"394",61,2,1,1,7,10,1,1,2,235,999,19.3311315269217,1,2,2,17,10,2,1,12,2,0,0,125,5500,9
"395",49,1,1,1,7,10,1,1,2,3650,999,3,1,1,1,99,27,1,1,14,2,2300,0,0,105000,9
"396",49,2,1,1,7,10,1,1,2,2086,999,30,1,1,1,4,14,2,3,15,2,1350,0,0,29000,9
"397",17,1,6,2,7,10,1,1,2,313,4,0,1,2,1,11,10,2,3,13,1,0,0,175,5750,5
"398",58,1,1,1,7,10,1,1,2,1564,999,13,1,2,1,22,15.6,2,3,16,1,1150,0,0,26000,5
"399",58,2,1,4,7,10,1,1,2,2086,999,3,1,2,1,99,13.5,2,1,5,2,100,0,150,7000,3
"400",69,2,5,4,7,10,1,2,2,0,124,15,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"401",79,1,1,3,7,10,1,2,2,1344.26571978103,999,44,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"402",73,2,1,3,7,10,1,2,2,1344.26571978103,999,1,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"403",75,1,1,3,7,10,1,2,2,1344.26571978103,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"404",71,2,1,3,7,10,1,2,2,1344.26571978103,999,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,8
"405",62,1,1,1,7,10,1,1,2,544,999,35,1,2,1,23,11,2,3,15,2,0,0,0,5500,9
"406",68,2,1,3,7,10,1,1,2,0,130,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"407",60,2,4,1,7,10,1,2,2,1095,999,2,1,1,2,16,12,2,3,12,2,0,0,0,16500,9
"408",61,1,1,3,7,10,1,2,2,0,13,33,1,9,9,99,999.99,2,3,99,9,0,0,0,0,10
"409",60,2,1,1,7,10,1,2,2,1043,999,32,1,1,2,11,20.88,1,1,13,1,975,1150,250,23000,9
"410",48,2,3,4,7,10,1,1,2,0,999,27,1,9,1,8,999.99,2,1,12,2,0,0,0,2000,9
"411",19,2,6,2,7,10,1,1,1,2773,999,0,1,9,1,8,16.21,2,1,12,1,775,0,425,18000,6
"412",22,1,6,2,7,10,1,1,2,1396,4,3,1,9,1,5,18,2,3,4,2,125,0,0,6000,6
"413",54,1,1,1,7,10,1,2,2,1239,999,36,1,1,1,14,19.91,1,1,16,1,2300,175,325,50000,9
"414",48,2,1,1,7,10,1,2,2,2086,999,21,1,1,1,10,21.6,1,1,11,1,0,0,0,300,11
"415",18,1,6,1,7,10,2,1,2,802,999,19.3311315269217,1,1,9,13,11.83,2,3,6,2,950,0,0,32000,6
"416",38,2,4,4,7,10,2,1,2,0,997,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"417",20,1,6,4,7,10,1,1,2,696,1,19.3311315269217,1,1,1,17,11,2,3,14,2,0,0,0,750,9
"418",20,1,6,1,7,10,1,1,2,1049,999,19.3311315269217,1,2,2,17,11,2,3,14,2,300,0,0,10000,5
"419",46,1,1,1,7,10,1,1,2,2086,999,18,1,9,1,11,31.2,1,1,13,1,2200,0,250,80000,9
"420",43,2,1,1,7,10,1,1,2,2086,999,19.3311315269217,1,1,1,8,12.48,2,3,12,2,1100,0,0,26000,9
"421",80,2,5,3,7,10,1,2,2,1344.26571978103,999,17,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"422",67,1,1,3,7,10,1,1,2,0,168,32,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"423",68,2,1,4,7,10,1,1,2,0,500,5,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"424",41,1,1,1,7,10,1,1,2,2086,999,19.3311315269217,1,1,1,21,15.36,2,1,7,2,625,0,300,16000,9
"425",37,2,1,1,7,10,1,1,2,1955,999,16,1,1,1,13,14.59,1,3,6,2,1250,0,0,28000,9
"426",64,1,1,3,7,10,1,2,2,0,62,40,1,9,9,99,999.99,2,3,99,9,0,0,225,0,9
"427",59,2,1,3,7,10,1,2,2,0,997,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"428",73,1,1,3,7,10,1,2,2,1344.26571978103,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"429",70,2,1,4,7,10,1,2,2,1344.26571978103,999,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"430",52,2,5,4,7,10,1,2,2,0,147,2,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"431",56,1,1,3,7,10,1,1,2,272,5,35,1,2,2,5,9.84,2,3,16,1,25,0,0,4500,6
"432",64,2,1,4,7,10,1,1,2,875,4,39,1,2,1,5,14.72,2,3,16,1,0,0,25,20000,11
"433",39,1,1,1,7,10,1,1,2,2294,999,1,1,2,1,5,16.63,2,1,5,2,725,0,375,17500,4
"434",37,2,1,1,7,10,1,1,2,1877,999,12,1,1,1,16,12.22,2,3,12,1,1150,0,0,26000,9
"435",45,1,6,4,7,10,1,2,2,0,156,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"436",76,2,5,3,7,10,1,2,2,1344.26571978103,999,5,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"437",64,1,4,1,7,10,2,1,2,43,999,27,5,9,2,23,999.99,2,3,10,2,0,0,0,0,3
"438",33,1,1,2,7,10,1,2,2,952,9,13,1,1,1,22,10,1,1,4,1,0,0,0,3000,9
"439",37,2,1,4,7,10,1,2,2,86,999,14,1,2,2,16,13,2,3,12,2,0,0,0,650,9
"440",66,2,5,3,7,10,1,2,2,0,29,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"441",79,2,5,3,7,10,1,2,2,1344.26571978103,999,45,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"442",57,2,2,3,7,10,1,1,2,0,18,37,1,9,9,99,999.99,2,3,99,9,0,0,0,25,6
"443",68,1,2,3,7,10,1,1,2,0,48,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"444",52,2,4,1,7,10,1,1,2,1825,999,33,1,1,1,5,19,1,1,6,1,1500,2300,550,34000,9
"445",55,2,1,1,7,10,1,1,1,2064,999,28,1,1,1,7,40.96,1,1,12,1,2300,6000,1600,85000,11
"446",54,1,1,1,7,10,1,1,2,2066,999,30,1,1,1,15,43.2,1,1,16,1,2400,5500,825,90000,9
"447",26,1,6,1,2,48,1,1,2,2294,999,19.3311315269217,1,1,1,15,34.04,1,3,16,1,2200,4900,0,85000,8
"448",58,1,1,4,7,10,1,1,1,1837,1,37,1,2,1,20,25,2,1,4,2,2200,0,550,52500,9
"449",50,2,1,1,7,10,1,1,2,2086,999,22,1,1,1,8,20.19,1,1,12,1,1850,1950,600,40000,9
"450",29,1,6,1,7,10,1,1,2,0,997,5,1,9,9,99,999.99,2,3,99,9,2700,0,2300,70000,9
"451",58,1,1,1,7,10,1,2,2,2086,999,41,4,9,1,2,999.99,2,3,4,2,3700,0,0,25000,9
"452",61,2,1,1,7,10,1,2,1,2023,999,1,4,9,1,2,999.99,2,3,4,2,2500,0,0,20500,9
"453",61,1,1,4,7,10,1,2,2,0,137,35,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"454",58,2,1,3,7,10,1,2,2,0,114,30,1,9,9,99,999.99,2,3,99,9,0,0,0,25,8
"455",46,2,6,4,7,10,2,1,2,0,328,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"456",50,1,1,1,7,10,1,2,1,2781,999,19.3311315269217,1,2,1,15,24.43,1,3,10,2,1900,3500,0,43000,9
"457",42,2,1,1,7,10,1,2,2,2086,999,19.3311315269217,1,1,1,2,33.69,1,1,11,1,2300,7000,825,72500,11
"458",51,1,2,1,7,10,1,1,2,2086,999,36,1,1,1,23,20,2,1,5,2,2100,0,550,57500,4
"459",47,2,2,1,7,10,1,1,2,626,999,1,1,1,2,8,12.44,2,1,12,1,550,0,25,14500,9
